school,conference,song_name,writers,year,student_writer,official_song,contest,bpm,sec_duration,fight,number_fights,victory,win_won,victory_win_won,rah,nonsense,colors,men,opponents,spelling,trope_count,spotify_id,school_id,avg_home_attendance,attendance_sd,home_games,home_wins,home_win_pct,lyrics_song_name,lyrics,latitude,longitude
Boston College,ACC,For Boston,T.J. Hurley,,0,1,0,147,84,0,0,0,0,0,0,0,0,0,0,0,0,4E8cLR6NcYCCJWqD2iwz7c,boston_college,28136.25,17051.47,154,95,0.6169,For Boston,"For Boston, for Boston,

We sing our proud refrain!

For Boston, for Boston,

'Tis Wisdom's earthly fane.

For here all are one

And their hearts are true,

And the towers on the Heights

Reach to Heav'ns own blue.

For Boston, for Boston,

Till the echoes ring again!

For Boston, for Boston,

Thy glory is our own!

For Boston, for Boston,

'Tis here that Truth is known.

And ever with the Right

Shall thy heirs be found,

Till time shall be no more

And thy work is crown'd.

For Boston, for Boston,

For Thee and Thine alone.",42.3355,71.1685
Clemson,ACC,Tiger Rag,Original Dixieland Jass Band,1917.0,0,1,0,145,78,0,0,0,0,0,0,0,0,0,0,1,1,7hGtgN4N9ebZTlC7xhvKIE,clemson,59325.9,34460.34,162,138,0.8519,Tiger Rag,"Long ago way down in the jungle

Someone got an inspiration for a tune

And that jingle came from the jungle

Became famous mighty soon

Thrills and chills it sends through you

Hot so hot it burns you too

Though it's just the growl of the Tiger

It was written in a syncopated way

More and more they yell for the Tiger

Everywhere you go today, they're shoutin:

Where's that Tiger?

Where's that Tiger?

Where's that Tiger?

Where's that Tiger?

Hold that Tiger!

Hold that Tiger!

Hold that Tiger!

C-L-E-M-S-O...N!",34.6834,82.8374
Duke,ACC,Fight Blue Devils,Joe Hewitt and Doug Ballin,1947.0,0,1,0,139,58,1,5,0,1,1,0,0,1,0,1,0,4,0fDiYvMTYWSSrIuHVJGMZj,duke,18429.83,12174.52,151,65,0.4305,Fight Blue Devils,"Fight, Fight Blue Devils

Fight for Duke and the Blue and White

March on through

For the touchdown's there for you

Go get 'em

Duke is out to win today

Carolina goodnight

So turn on the steam team

Fight Blue Devils Fight",36.0014,78.9382
Florida State,ACC,FSU Fight Song,Doug Alley and Tommie Wright,1950.0,1,1,0,135,92,1,6,1,1,1,0,1,0,0,0,1,5,552UZRLtAO5YXvIVRLjphI,florida_state,56907.58,31271.95,159,115,0.7233,FSU Fight Song,"You got to fight, fight, fight for FSU,

You got to scalp 'em Seminoles.

You got to win, win, win, win this game,

and roll on down and make those goals.

For FSU is on the warpath now,

and at the battles end she's great.

For it's fight, fight, fight for victory,

the Seminoles of Florida State.

F-L-O-R-I-D-A-S-T-A-T-E

Florida State! Florida State! Florida State!

WHOOOOOOO!",27.6648,81.5158
Georgia Tech,ACC,Ramblin' Wreck From Georgia Tech,Unknown,,1,1,0,148,68,0,0,0,0,0,0,0,1,1,1,0,3,0ZOzvjnZDwrtluHrwbtvGR,georgia_tech,35012.53,19670.67,151,93,0.6159,Ramblin' Wreck From Georgia Tech,"I’m a Ramblin’ Wreck from Georgia Tech and a hell of an engineer

A helluva’, helluva helluva helluva helluva engineer

Like all the jolly good fellows I drink my whiskey clear

I’m a Ramblin’ Wreck from Georgia Tech and a hell of an engineer

Oh, if I had a daughter sir, I’d dress her in white and gold

And put her on the campus, sir, to cheer on the brave and bold

And if I had a son, sir, I’d tell you what he’d do

He would yell “To Hell With Georgia” like his daddy used to do

Oh, I wish I had a barrel of rum and sugar three thousand pounds

A college bell to put it in and a clapper to stir it around

I’d drink to all the good fellows who come from far and near

I’m a ramblin’ gamblin’ hell of an engineer! Hey!",33.778,84.398
Louisville,ACC,Fight! U of L,Robert B. Griffith,1962.0,0,1,0,139,80,1,3,1,1,1,1,0,0,0,0,1,5,1sCmJDLWfD4hsCHyc9hqUr,louisville,34787.1,20306.41,150,107,0.7133,Fight! U of L,"Fight now for victory and show them

How we sure will win this game

Fight on you Card'nals and prove to them

That we deserve our fame.

Rah, Rah, Rah!

Roll up the score now and beat the foe

So we can give a yell

With a FIGHT! give them all you've got

For we are with you U of L.",38.2158,85.7614
Miami,ACC,Miami U How-Dee-Doo,Henry Fillmore,1950.0,0,1,0,75,73,1,3,1,0,1,0,0,0,0,0,1,3,2TDHghruqAnMmH4L9GFUUr,miami,40307.66,24198.82,151,113,0.7483,Miami U How-Dee-Doo,"Miami, Miami, Miami, Hurricanes

Drive, Drive, you Hurricanes

Keep right on goin, up that scorin'

Miami, Miami, Miami, Hurricanes

Drive on over the goal and on to victory.

M-I-A-M-I, M-I-A-M-I, fight,fight,fight.",25.717,80.2798
North Carolina,ACC,I'm a Tar Heel Born,Unknown,,0,1,0,158,38,0,0,0,0,0,1,0,0,0,0,0,1,23cCr6w4YgxQaYlr3eNTUr,north_carolina,37769.36,22550.4,154,93,0.6039,I'm a Tar Heel Born,"I'm a Tar Heel born I'm a Tar Heel bred

And when I die I'm a Tar Heel dead.

So it's RAH, RAH, Car'lina 'lina

RAH, RAH, Car'lina 'lina

RAH, RAH, Car'lina

RAH! RAH! RAH!",35.9049,79.0469
North Carolina State,ACC,The Red & White Song,J. Perry Watson,1961.0,0,0,0,90,82,0,0,0,0,0,0,0,1,0,1,1,3,2Pn76lkyMhOxJj8maIrIRT,north_carolina_state,41758.56,23767.74,163,108,0.6626,The Red & White Song,"We’re the Red and White from State

And we know we are the best.

A hand behind our back,

We can take on all the rest.

Come over the hill, Caroline.

Devils and Deacs stand in line.

The Red and White from N.C. State.

Go State!",35.7851,78.6813
Pitt,ACC,Hail to Pitt,George Kirk and Lester Milton Taylor,1911.0,1,1,0,79,110,0,0,1,1,1,0,1,1,1,0,1,6,55nndPja6lpTsGMinT1SJy,pitt,34821.09,21374.17,158,103,0.6519,Hail to Pitt,"Hail to Pitt, hail to Pitt every loyal son!

Hail to Pitt, hail to Pitt 'til the victory is won!

The gold and blue shall wave forever

On high through fair and stormy weather;

We'll sing her praises far and wide

Until the end of time!

Hooperay, hooperay for dear old U-N-I;

We'll give a grand old alleghenee, genac, genac, genac

We'll wave and cheer for many a year

And sing our songs out loud and clear

For our university.",40.4445,79.9613
Syracuse,ACC,Down the Field,Ralph Murphy and C. Harold Lewis,1914.0,1,1,0,137,85,1,3,1,0,1,1,0,1,1,1,0,6,4zrPkQ9AFljRbPy0JNW6cA,syracuse,27813.13,17046.47,152,81,0.5329,Down the Field,"Down, down the field goes old Syracuse,

Just see those backs hit the line and go thro'

Down, down the field they go marching,

Fighting for the Orange staunch and true.

Rah! Rah! Rah!

Vict'ry's in sight for old Syracuse,

each loyal son knows the (opposing team's nickname) will lose,

For we'll fight, yes, we'll fight, and with all our might

For the glory of Syracuse.",43.0387,76.1337
Virginia,ACC,The Good Old Song,Edward H. Craighill,1893.0,1,0,0,112,42,0,0,0,0,0,1,1,0,0,0,1,3,4zymLpKnHG2KURvrSUyUy8,virginia,35282.34,21941.82,157,94,0.5987,The Good Old Song,"That good old song of

Wah-hoo-wa

We'll sing it o'er and o'er

It cheers our hearts and

warms our blood

To hear them shout and roar.

We come from Old Virginia,

Where all is bright and gay.

Let's all join hands and give a yell

For the dear old UVA

Wah-hoo-wa,

Wah-hoo-wa.

Uni-v, Virginia,

Hoo-rah-ray,

Hoo-rah-ray,

Ray! Ray! U-V-A

'Wah-hoo-wa'",38.0336,78.508
Virginia Tech,ACC,Tech Triumph,Wilfred P. Maddux and Mattie Eppes,1919.0,1,1,0,133,71,0,0,0,1,1,0,1,1,1,0,1,5,5v3wGg8VMD8MMYGb8SXBss,virginia_tech,46965.46,28029.29,156,112,0.7179,Tech Triumph,"Techmen, we're Techmen, with spirit true and faithful,

Backing up our teams with hopes undying;

Techmen, Oh, Techmen, we're out to win today,

Showing 'pep' and life with which we're trying;

V.P., old V.P., you know our hearts are with you

In our luck which never seems to die;

Win or lose, we'll greet you with a glad returning,

You're the pride of V.P.I.

Just watch our men so big and active

Support the Orange and Maroon. Let's go Techs.

We know our ends and backs are stronger,

With winning hopes, we fear defeat no longer.

To see our team plow through the line, boys.

Determined now to win or die:

So give a Hokie, Hokie, Hokie, Hi,

Rae, Ri, old V.P.I.",37.2284,80.4234
Wake Forest,ACC,O Here's To Wake Forest,C.P. Weaver,1908.0,0,1,0,146,69,0,0,0,0,0,1,0,1,1,0,0,3,3u6THWNCTIdCcGIcJ1FQsN,wake_forest,22006.97,12436.41,152,84,0.5526,O Here's To Wake Forest,"O here's to Wake Forest

A glass of the finest

Red ruddy, Rhenish filled up to the brim.

Her sons they are many

Unrivaled by any

With hearts o'erflowing, we will sing a hymn.

Rah! Rah! Wake Forest Rah!

Old Alma Mater's sons are we.

We'll herald the story

And die for her glory,

Old Gold and Black is ever waving high.

As frosh we adore her

As sophs we explore her

And carve our names upon her ancient walls.

As juniors patrol her

As seniors extol her

And weep to leave fore'er her sacred halls.",35.9799,78.5097
Baylor,Big 12,Old Fight,Dick Baker and Frank Boggs,1947.0,1,1,0,76,99,1,4,1,1,1,0,0,1,0,0,1,5,2ZsaI0Cu4nz8DHfBkPt0Dl,baylor,31910.19,17749.63,140,79,0.5643,Old Fight,"Bear down you Bears of Old Baylor U We're all for you!

GO BEARS!

We're gonna show dear old Baylor spirit through and through!

GO BEARS!

Come on and fight them with all your might you bruins bold

And win all our victories for the Green and Gold!

B! A! Y! L! O! R! BAYLOR! BEARS! FIGHT!

Come on and fight them with all your might you bruins bold

And win all our victories for the Green and Gold!

B-A-Y-L-O-R BAYLOR BEARS FIGHT!",31.5501,97.1135
Iowa State,Big 12,Iowa State Fights,"Jack Barker, Manly Rice, Paul Gnam, Rosalind K. Cook",1930.0,1,1,0,155,55,1,5,0,0,0,1,0,0,1,0,1,4,3yyfoOXZQCtR6pfRJqu9pl,iowa_state,41167.6,22644.26,156,86,0.5513,Iowa State Fights,"O we will fight, fight, fight for Iowa State,

And may her colors ever fly.

Yes, we will fight with might for Iowa State,

With a will to do or die,

Rah! Rah! Rah!

Loyal sons forever true,

And we will fight the battle through.

And when we hit that line we'll hit it hard

ev'ry yard for I.S.U.",42.0267,93.6465
Kansas,Big 12,I'm a Jayhawk,"George ""Dumpy"" Bowles",1912.0,1,1,0,137,62,0,0,0,0,0,0,1,0,1,1,0,3,0JzbjZgcjugS0dmPjF9R89,kansas,27581.85,18549.84,148,67,0.4527,I'm a Jayhawk,"Talk about the Sooners, Cowboys and the Bears,

Aggies and the Tiger and his tail.

Talk about the Wildcats, and the Cyclone boys,

But I'm the bird to make 'em weep and wail.

'Cause I'm a Jay, Jay, Jay, Jay, Jayhawk,

Up at Lawrence on the Kaw-

'Cause I'm a Jay, Jay, Jay, Jay, Jayhawk,

With a sis-boom, hip hoorah,

Got a bill that's big enough

To twist a Tiger's tail,

Rope some 'Horns and listen

To the Red Raiders wail-

'Cause I'm a Jay, Jay, Jay, Jay, Jayhawk,

Riding on a Kansas gale.",38.9543,95.2558
Kansas State,Big 12,Wildcat Victory,Harry E. Erickson,1927.0,1,1,0,80,67,1,6,1,0,1,0,0,1,0,0,0,3,4xxDK4g1OHhZ44sTFy8Ktm,kansas_state,38961.12,20329.6,162,117,0.7222,Wildcat Victory,"Fight, you K-State Wildcats

For alma mater fight-fight-fight!

Glory in the combat

For the purple and the white.

Faithful to our colors.

We will ever be,

Fighting ever fighting for a

Wildcat Victory!

Go State!",39.1974,96.5847
Oklahoma,Big 12,Boomer Sooner,Arthur M. Alden,1905.0,1,1,0,153,37,0,0,0,0,0,1,0,0,0,0,1,2,0QXC8Gg1oKWkORegslTXoT,oklahoma,64344.61,34449.05,154,137,0.8896,Boomer Sooner,"Boomer Sooner, Boomer Sooner

Boomer Sooner, Boomer Sooner

Boomer Sooner, Boomer Sooner

Boomer Sooner, OK U!

Oklahoma, Oklahoma

Oklahoma, Oklahoma

Oklahoma, Oklahoma

Oklahoma, OK U!

I'm a Sooner born and Sooner bred

and when I die, I'll be Sooner dead

Rah Oklahoma, Rah Oklahoma

Rah Oklahoma, OK U!",35.1987,97.4449
Oklahoma State,Big 12,Ride 'Em Cowboys,J.K. Long,1934.0,0,1,0,180,29,1,5,1,0,1,0,0,0,1,1,0,4,0mTJqaacUZPG740Y1YDn5j,oklahoma_state,39399.22,21820.56,156,115,0.7372,Ride 'Em Cowboys,"Ride, ride, ride, ride,

Ride ‘em Cowboys,

Right down the field;

Fight! Fight! Fight! Fight!

Fight ‘em Cowboys, and never yield.

Ride, ride, ride, ride,

Ride on, Cowboys, to victory;

Cross (opponent)’s goal;

Then we’ll sing “O-kla-homa State!”",36.1266,97.0735
Texas,Big 12,Texas Fight,"Walter S. Hunnicutt, James E. King and Burnett Pharr",1923.0,0,1,0,81,65,1,17,0,1,1,0,0,1,0,1,0,4,53CytfvDMSkJHY5PtrcZiD,texas,71467.86,39672.58,150,111,0.74,Texas Fight,"Texas Fight, Texas Fight,

And it’s goodbye to A&M.;

Texas Fight, Texas Fight,

And we’ll put over one more win.

Texas Fight, Texas Fight,

For it’s Texas that we love best.

Give 'em hell, give 'em hell! Go, Horns, go!

And it’s good-bye to all the rest!

Yea Orange! Yea White!

Yea Longhorns! Fight! Fight! Fight!

Texas Fight! Texas Fight,

Yea Texas Fight!

Texas Fight! Texas Fight,

Yea Texas Fight! The Eyes of Texas are upon you,

All the livelong day.

The Eyes of Texas are upon you,

You cannot get away.

Texas Fight, Texas Fight,

For it’s Texas that we love best.

Give 'em hell, give 'em hell! Go, Horns, go!

And it good-bye to all the rest!",30.285,97.7335
TCU,Big 12,TCU Fight Song,Claude Sammis,1928.0,0,1,0,149,47,1,2,1,0,1,1,0,1,1,0,1,6,0ItcRLvqHlbkaqMCPtQKUl,tcu,31035.65,17870.63,144,109,0.7569,TCU Fight Song,"We'll raise a song, both loud and long

To cheer our team to victory

For TCU, so tried and true,

We pledge eternal loyalty.

Rah, Rah, TCU!

Fight on boys, fight, with all your might

Roll up the scores for TCU

Hail white and purple flag whose heroes never lag,

Horned Frog, we are all for you!",32.7079,97.3628
Texas Tech,Big 12,"Fight, Raiders, Fight",Carroll McMath,1936.0,1,1,0,159,54,1,8,1,0,1,0,0,1,0,0,0,3,3DfKi9Iqvtxf4DIjs8ezTq,texas_tech,40870.71,23217.4,146,98,0.6712,"Fight, Raiders, Fight","Fight, Raiders, Fight! Fight, Raiders, Fight!

Fight for the school we love so dearly.

You'll hit 'em high, you'll hit 'em low.

You'll push the ball across the goal,

Tech, Fight! Fight!

We'll praise your name, boost you to fame.

Fight for the Scarlet and Black.

You will hit 'em, you will wreck 'em.

Hit 'em! Wreck 'em, Texas Tech!

And the Victory Bells will ring out!",33.5845,101.8751
West Virginia,Big 12,Hail West Virginia,"Earl Miller, Ed McWhorter and Fred Deem",1915.0,1,1,0,152,92,0,0,0,0,0,0,0,0,1,0,0,1,1VqZp811UsBJy66R8TTkei,west_virginia,42245.16,23382.01,152,109,0.7171,Hail West Virginia,"It's West Virginia, It's West Virginia

The Pride of every Mountaineer.

Come on you old grads, join with us young lads,

It's West Virginia now we cheer!

Now is the time, boys, to make a big noise

No matter what the people say,

For there is naught to fear; the gang's all here,

So hail to West Virginia, Hail",39.648,79.9697
Illinois,Big Ten,Oskee-Wow-Wow,H.R. Green and H.V. Hill,1910.0,1,1,0,162,60,0,0,1,0,1,1,1,1,1,1,0,6,6C0vaoMxzM21yYgJBmGx5K,illinois,35824.82,20875.3,156,75,0.4808,Oskee-Wow-Wow,"Old Princeton yells her Tiger,

Wisconsin, her Varsity

And they give the same old Rah, Rah, Rah,

At each University,

But the yell that always thrills me

And fills my heart with joy,

Is the good old Oskee-Wow-Wow,

That they yell at Illinois.

Oskee-Wow-Wow,

Illinois,

Our eyes are all on you.

Oskee-Wow-Wow,

Illinois,

Wave your Orange and your Blue,

Rah, Rah,

When the team trots out before you,

Every man stand up and yell,

Back the team to victory,

Oskee-Wow-Wow.

Illinois.",40.0985,88.2291
Indiana,Big Ten,"Indiana, Our Indiana",Russell P. Harker and Karl L. King,1912.0,1,1,0,150,63,1,1,0,0,0,0,0,1,0,0,1,3,2Wbo5zdRDnq4pOgWL9avaG,indiana,32286.35,17738.07,151,76,0.5033,"Indiana, Our Indiana","Indiana, Our Indiana

Indiana, we're all for you

We will fight for

the Cream & Crimson,

For the glory of Old IU

Never daunted, we cannot falter

In the battle, we're tried and true

Indiana, Our Indiana

Indiana, we're all for you!",39.1682,86.523
Iowa,Big Ten,Iowa Fight Song,Meredith Willson,1950.0,0,1,0,150,72,1,9,0,1,1,1,0,0,0,0,0,3,604ELPPFgbFlW0SHoEYVJw,iowa,51669.64,29061.01,160,121,0.7562,Iowa Fight Song,"The word is 'Fight! Fight! Fight! for IOWA,'

Let every loyal Iowan sing;

The word is 'Fight! Fight! Fight! for IOWA,'

Until the walls and rafters ring (rah! rah!)

Come on and cheer, cheer, cheer for IOWA,

Come on and cheer until you hear the final gun.

The word is 'Fight! Fight! Fight! for IOWA,'

Until the game is won.",41.6627,91.555
Maryland,Big Ten,Maryland Fight Song,Ralph Davis,1939.0,1,1,0,142,56,1,8,1,1,1,0,0,0,0,0,0,3,6PKoPWKJLOBI2K33RkFvbc,maryland,32742.63,18879.01,150,85,0.5667,Maryland Fight Song,"Fight, fight, fight for Maryland,

Honor now her name again,

Push up the score, keep on fighting for more,

For Maryland, GO TERPS!

And we will fight, fight, fight for terrapins,

Keep on fighting 'till we win.

So sing out our song as we go marching along,

To victory!!!",38.9869,76.9426
